id,task,framework,constraint,fold,type,result,metric,mode,version,params,training_duration,predict_duration,models_count,seed,mase,wql
m3_other,m3_other,AutoGluon_bestquality,4h16c,0,timeseries,-1.83536,neg_mase,aws,0.8.2,{'presets': 'best_quality'},785.0,27.2,13.0,1,1.83536,0.0311914
m3_quarterly,m3_quarterly,AutoGluon_bestquality,4h16c,0,timeseries,-1.05611,neg_mase,aws,0.8.2,{'presets': 'best_quality'},846.5,31.4,13.0,1,1.05611,0.0655126
m3_yearly,m3_yearly,AutoGluon_bestquality,4h16c,0,timeseries,-2.52098,neg_mase,aws,0.8.2,{'presets': 'best_quality'},798.8,4.9,13.0,1,2.52098,0.114307
m4_daily,m4_daily,AutoGluon_bestquality,4h16c,0,timeseries,-1.15595,neg_mase,aws,0.8.2,{'presets': 'best_quality'},3639.3,482.6,13.0,1,1.15595,0.0241183
m4_hourly,m4_hourly,AutoGluon_bestquality,4h16c,0,timeseries,-0.806992,neg_mase,aws,0.8.2,{'presets': 'best_quality'},2833.2,125.0,13.0,1,0.806992,0.0429572
m4_monthly,m4_monthly,AutoGluon_bestquality,4h16c,0,timeseries,-0.78154,neg_mase,aws,0.8.2,{'presets': 'best_quality'},6104.8,767.6,11.0,1,0.78154,0.0831344
m4_quarterly,m4_quarterly,AutoGluon_bestquality,4h16c,0,timeseries,-1.13891,neg_mase,aws,0.8.2,{'presets': 'best_quality'},2787.7,1135.5,13.0,1,1.13891,0.0758539
m4_weekly,m4_weekly,AutoGluon_bestquality,4h16c,0,timeseries,-2.03603,neg_mase,aws,0.8.2,{'presets': 'best_quality'},1320.2,5.8,13.0,1,2.03603,0.0422748
m4_yearly,m4_yearly,AutoGluon_bestquality,4h16c,0,timeseries,-3.01855,neg_mase,aws,0.8.2,{'presets': 'best_quality'},1638.5,524.9,13.0,1,3.01855,0.105375
nn5_daily,nn5_daily,AutoGluon_bestquality,4h16c,0,timeseries,-0.75867,neg_mase,aws,0.8.2,{'presets': 'best_quality'},1967.6,29.7,12.0,1,0.75867,0.144749
nn5_weekly,nn5_weekly,AutoGluon_bestquality,4h16c,0,timeseries,-0.860342,neg_mase,aws,0.8.2,{'presets': 'best_quality'},746.7,24.8,13.0,1,0.860342,0.0793318
pedestrian_counts,pedestrian_counts,AutoGluon_bestquality,4h16c,0,timeseries,-0.305844,neg_mase,aws,0.8.2,{'presets': 'best_quality'},3495.0,45.1,13.0,1,0.305844,0.316035
tourism_monthly,tourism_monthly,AutoGluon_bestquality,4h16c,0,timeseries,-1.44232,neg_mase,aws,0.8.2,{'presets': 'best_quality'},1445.7,83.8,13.0,1,1.44232,0.0849201
tourism_quarterly,tourism_quarterly,AutoGluon_bestquality,4h16c,0,timeseries,-1.53719,neg_mase,aws,0.8.2,{'presets': 'best_quality'},909.0,24.4,13.0,1,1.53719,0.0653562
tourism_yearly,tourism_yearly,AutoGluon_bestquality,4h16c,0,timeseries,-2.93794,neg_mase,aws,0.8.2,{'presets': 'best_quality'},737.7,33.6,13.0,1,2.93794,0.128829
vehicle_trips,vehicle_trips,AutoGluon_bestquality,4h16c,0,timeseries,-1.11324,neg_mase,aws,0.8.2,{'presets': 'best_quality'},994.5,41.5,13.0,1,1.11324,0.0885536
web_traffic_weekly,web_traffic_weekly,AutoGluon_bestquality,4h16c,0,timeseries,-0.937737,neg_mase,aws,0.8.2,{'presets': 'best_quality'},5205.6,1372.9,11.0,1,0.937737,0.238031
car_parts,car_parts,AutoGluon_bestquality,4h16c,0,timeseries,-0.747309,neg_mase,aws,0.8.2,{'presets': 'best_quality'},1025.2,17.5,13.0,2,0.747309,0.969803
cif_2016,cif_2016,AutoGluon_bestquality,4h16c,0,timeseries,-1.08135,neg_mase,aws,0.8.2,{'presets': 'best_quality'},984.1,34.1,13.0,2,1.08135,0.0626945
covid_deaths,covid_deaths,AutoGluon_bestquality,4h16c,0,timeseries,-5.80512,neg_mase,aws,0.8.2,{'presets': 'best_quality'},1807.0,24.1,13.0,2,5.80512,0.0305485
electricity_hourly,electricity_hourly,AutoGluon_bestquality,4h16c,0,timeseries,,neg_mase,aws,0.8.2,{'presets': 'best_quality'},,,,2,,
electricity_weekly,electricity_weekly,AutoGluon_bestquality,4h16c,0,timeseries,-1.89219,neg_mase,aws,0.8.2,{'presets': 'best_quality'},962.4,6.6,13.0,2,1.89219,0.0934356
fred_md,fred_md,AutoGluon_bestquality,4h16c,0,timeseries,-0.65566,neg_mase,aws,0.8.2,{'presets': 'best_quality'},1013.1,1.1,13.0,2,0.65566,0.0608166
hospital,hospital,AutoGluon_bestquality,4h16c,0,timeseries,-0.74094,neg_mase,aws,0.8.2,{'presets': 'best_quality'},1026.8,48.3,13.0,2,0.74094,0.0508165
kdd_cup_2018,kdd_cup_2018,AutoGluon_bestquality,4h16c,0,timeseries,-0.698626,neg_mase,aws,0.8.2,{'presets': 'best_quality'},3302.8,16.0,13.0,2,0.698626,0.316996
m1_monthly,m1_monthly,AutoGluon_bestquality,4h16c,0,timeseries,-1.23602,neg_mase,aws,0.8.2,{'presets': 'best_quality'},1241.3,32.6,13.0,2,1.23602,0.142085
m1_quarterly,m1_quarterly,AutoGluon_bestquality,4h16c,0,timeseries,-1.61487,neg_mase,aws,0.8.2,{'presets': 'best_quality'},862.2,37.4,13.0,2,1.61487,0.0731086
m1_yearly,m1_yearly,AutoGluon_bestquality,4h16c,0,timeseries,-3.36808,neg_mase,aws,0.8.2,{'presets': 'best_quality'},776.0,19.4,13.0,2,3.36808,0.12719
m3_monthly,m3_monthly,AutoGluon_bestquality,4h16c,0,timeseries,-0.82211,neg_mase,aws,0.8.2,{'presets': 'best_quality'},1313.5,127.7,13.0,2,0.82211,0.0900949
m3_other,m3_other,AutoGluon_bestquality,4h16c,0,timeseries,-1.83905,neg_mase,aws,0.8.2,{'presets': 'best_quality'},776.6,27.3,13.0,2,1.83905,0.0309861
m3_quarterly,m3_quarterly,AutoGluon_bestquality,4h16c,0,timeseries,-1.05485,neg_mase,aws,0.8.2,{'presets': 'best_quality'},1019.3,36.7,13.0,2,1.05485,0.0655316
m3_yearly,m3_yearly,AutoGluon_bestquality,4h16c,0,timeseries,-2.5178,neg_mase,aws,0.8.2,{'presets': 'best_quality'},721.7,4.5,13.0,2,2.5178,0.11416
m4_daily,m4_daily,AutoGluon_bestquality,4h16c,0,timeseries,-1.15595,neg_mase,aws,0.8.2,{'presets': 'best_quality'},3700.2,487.4,13.0,2,1.15595,0.0241183
m4_hourly,m4_hourly,AutoGluon_bestquality,4h16c,0,timeseries,-0.80646,neg_mase,aws,0.8.2,{'presets': 'best_quality'},2965.5,122.0,13.0,2,0.80646,0.0430566
m4_monthly,m4_monthly,AutoGluon_bestquality,4h16c,0,timeseries,-0.781534,neg_mase,aws,0.8.2,{'presets': 'best_quality'},5867.2,713.5,11.0,2,0.781534,0.0831442
m4_quarterly,m4_quarterly,AutoGluon_bestquality,4h16c,0,timeseries,-1.13895,neg_mase,aws,0.8.2,{'presets': 'best_quality'},2592.8,1091.7,13.0,2,1.13895,0.0758567
m4_weekly,m4_weekly,AutoGluon_bestquality,4h16c,0,timeseries,-2.03528,neg_mase,aws,0.8.2,{'presets': 'best_quality'},1143.7,5.1,13.0,2,2.03528,0.0423018
m4_yearly,m4_yearly,AutoGluon_bestquality,4h16c,0,timeseries,-3.0195,neg_mase,aws,0.8.2,{'presets': 'best_quality'},1531.5,509.2,13.0,2,3.0195,0.105369
nn5_daily,nn5_daily,AutoGluon_bestquality,4h16c,0,timeseries,-0.759237,neg_mase,aws,0.8.2,{'presets': 'best_quality'},2293.2,8.1,13.0,2,0.759237,0.14018
nn5_weekly,nn5_weekly,AutoGluon_bestquality,4h16c,0,timeseries,-0.860564,neg_mase,aws,0.8.2,{'presets': 'best_quality'},848.4,25.8,13.0,2,0.860564,0.0793578
pedestrian_counts,pedestrian_counts,AutoGluon_bestquality,4h16c,0,timeseries,-0.31293,neg_mase,aws,0.8.2,{'presets': 'best_quality'},3381.0,45.5,13.0,2,0.31293,0.304384
tourism_monthly,tourism_monthly,AutoGluon_bestquality,4h16c,0,timeseries,-1.44249,neg_mase,aws,0.8.2,{'presets': 'best_quality'},1692.7,88.1,13.0,2,1.44249,0.084855
tourism_quarterly,tourism_quarterly,AutoGluon_bestquality,4h16c,0,timeseries,-1.53831,neg_mase,aws,0.8.2,{'presets': 'best_quality'},982.9,27.1,13.0,2,1.53831,0.0651759
tourism_yearly,tourism_yearly,AutoGluon_bestquality,4h16c,0,timeseries,-2.94918,neg_mase,aws,0.8.2,{'presets': 'best_quality'},782.4,34.7,13.0,2,2.94918,0.127832
vehicle_trips,vehicle_trips,AutoGluon_bestquality,4h16c,0,timeseries,-1.11279,neg_mase,aws,0.8.2,{'presets': 'best_quality'},944.7,41.4,13.0,2,1.11279,0.0886182
web_traffic_weekly,web_traffic_weekly,AutoGluon_bestquality,4h16c,0,timeseries,-0.937971,neg_mase,aws,0.8.2,{'presets': 'best_quality'},4871.8,1248.7,11.0,2,0.937971,0.238184
car_parts,car_parts,AutoGluon_bestquality,4h16c,0,timeseries,-0.747309,neg_mase,aws,0.8.2,{'presets': 'best_quality'},1022.8,17.5,13.0,4,0.747309,0.969803
cif_2016,cif_2016,AutoGluon_bestquality,4h16c,0,timeseries,-1.06893,neg_mase,aws,0.8.2,{'presets': 'best_quality'},978.7,34.7,13.0,4,1.06893,0.0603493
covid_deaths,covid_deaths,AutoGluon_bestquality,4h16c,0,timeseries,-5.80512,neg_mase,aws,0.8.2,{'presets': 'best_quality'},1697.9,23.2,13.0,4,5.80512,0.0305485
electricity_hourly,electricity_hourly,AutoGluon_bestquality,4h16c,0,timeseries,-1.22397,neg_mase,aws,0.8.2,{'presets': 'best_quality'},3567.0,83.5,13.0,4,1.22397,0.100957
electricity_weekly,electricity_weekly,AutoGluon_bestquality,4h16c,0,timeseries,-1.89219,neg_mase,aws,0.8.2,{'presets': 'best_quality'},846.0,6.3,13.0,4,1.89219,0.0934356
fred_md,fred_md,AutoGluon_bestquality,4h16c,0,timeseries,-0.65566,neg_mase,aws,0.8.2,{'presets': 'best_quality'},1031.4,1.2,13.0,4,0.65566,0.0608166
hospital,hospital,AutoGluon_bestquality,4h16c,0,timeseries,-0.740682,neg_mase,aws,0.8.2,{'presets': 'best_quality'},984.0,47.2,13.0,4,0.740682,0.0508159
kdd_cup_2018,kdd_cup_2018,AutoGluon_bestquality,4h16c,0,timeseries,-0.738259,neg_mase,aws,0.8.2,{'presets': 'best_quality'},3339.0,14.0,13.0,4,0.738259,0.335058
m1_monthly,m1_monthly,AutoGluon_bestquality,4h16c,0,timeseries,-1.23362,neg_mase,aws,0.8.2,{'presets': 'best_quality'},1230.7,31.6,13.0,4,1.23362,0.141783
m1_quarterly,m1_quarterly,AutoGluon_bestquality,4h16c,0,timeseries,-1.61485,neg_mase,aws,0.8.2,{'presets': 'best_quality'},983.4,42.1,13.0,4,1.61485,0.0731123
m1_yearly,m1_yearly,AutoGluon_bestquality,4h16c,0,timeseries,-3.36742,neg_mase,aws,0.8.2,{'presets': 'best_quality'},784.9,19.9,13.0,4,3.36742,0.126895
m3_monthly,m3_monthly,AutoGluon_bestquality,4h16c,0,timeseries,,neg_mase,aws,0.8.2,{'presets': 'best_quality'},,,,4,,
m3_other,m3_other,AutoGluon_bestquality,4h16c,0,timeseries,-1.8425,neg_mase,aws,0.8.2,{'presets': 'best_quality'},762.1,27.1,13.0,4,1.8425,0.0310586
m3_quarterly,m3_quarterly,AutoGluon_bestquality,4h16c,0,timeseries,-1.06017,neg_mase,aws,0.8.2,{'presets': 'best_quality'},859.4,31.7,13.0,4,1.06017,0.0656386
m3_yearly,m3_yearly,AutoGluon_bestquality,4h16c,0,timeseries,-2.52033,neg_mase,aws,0.8.2,{'presets': 'best_quality'},725.1,4.6,13.0,4,2.52033,0.114238
m4_daily,m4_daily,AutoGluon_bestquality,4h16c,0,timeseries,-1.15595,neg_mase,aws,0.8.2,{'presets': 'best_quality'},3669.6,483.8,13.0,4,1.15595,0.0241183
m4_hourly,m4_hourly,AutoGluon_bestquality,4h16c,0,timeseries,-0.806531,neg_mase,aws,0.8.2,{'presets': 'best_quality'},2964.7,121.3,13.0,4,0.806531,0.0430576
m4_monthly,m4_monthly,AutoGluon_bestquality,4h16c,0,timeseries,-0.781522,neg_mase,aws,0.8.2,{'presets': 'best_quality'},6051.9,753.3,11.0,4,0.781522,0.083127
m4_quarterly,m4_quarterly,AutoGluon_bestquality,4h16c,0,timeseries,-1.13892,neg_mase,aws,0.8.2,{'presets': 'best_quality'},2494.4,1068.4,13.0,4,1.13892,0.0758536
m4_weekly,m4_weekly,AutoGluon_bestquality,4h16c,0,timeseries,-2.03528,neg_mase,aws,0.8.2,{'presets': 'best_quality'},1231.7,5.5,13.0,4,2.03528,0.0423018
m4_yearly,m4_yearly,AutoGluon_bestquality,4h16c,0,timeseries,-3.01841,neg_mase,aws,0.8.2,{'presets': 'best_quality'},1534.3,504.1,13.0,4,3.01841,0.105384
nn5_daily,nn5_daily,AutoGluon_bestquality,4h16c,0,timeseries,-0.758755,neg_mase,aws,0.8.2,{'presets': 'best_quality'},2094.3,31.0,12.0,4,0.758755,0.144762
nn5_weekly,nn5_weekly,AutoGluon_bestquality,4h16c,0,timeseries,-0.860163,neg_mase,aws,0.8.2,{'presets': 'best_quality'},794.7,24.9,13.0,4,0.860163,0.079357
pedestrian_counts,pedestrian_counts,AutoGluon_bestquality,4h16c,0,timeseries,-0.305751,neg_mase,aws,0.8.2,{'presets': 'best_quality'},3400.2,43.1,13.0,4,0.305751,0.285254
tourism_monthly,tourism_monthly,AutoGluon_bestquality,4h16c,0,timeseries,-1.44231,neg_mase,aws,0.8.2,{'presets': 'best_quality'},1325.9,85.9,13.0,4,1.44231,0.0849201
tourism_quarterly,tourism_quarterly,AutoGluon_bestquality,4h16c,0,timeseries,-1.53528,neg_mase,aws,0.8.2,{'presets': 'best_quality'},815.2,22.5,13.0,4,1.53528,0.0659071
tourism_yearly,tourism_yearly,AutoGluon_bestquality,4h16c,0,timeseries,-2.95231,neg_mase,aws,0.8.2,{'presets': 'best_quality'},651.1,32.2,13.0,4,2.95231,0.126857
vehicle_trips,vehicle_trips,AutoGluon_bestquality,4h16c,0,timeseries,-1.11358,neg_mase,aws,0.8.2,{'presets': 'best_quality'},851.7,40.4,13.0,4,1.11358,0.0887722
web_traffic_weekly,web_traffic_weekly,AutoGluon_bestquality,4h16c,0,timeseries,-0.937737,neg_mase,aws,0.8.2,{'presets': 'best_quality'},4992.7,1324.4,11.0,4,0.937737,0.238031
car_parts,car_parts,AutoGluon_bestquality,4h16c,0,timeseries,-0.747309,neg_mase,aws,0.8.2,{'presets': 'best_quality'},1045.3,17.7,13.0,3,0.747309,0.969803
cif_2016,cif_2016,AutoGluon_bestquality,4h16c,0,timeseries,-1.06749,neg_mase,aws,0.8.2,{'presets': 'best_quality'},939.7,34.2,13.0,3,1.06749,0.0600599
covid_deaths,covid_deaths,AutoGluon_bestquality,4h16c,0,timeseries,-5.80512,neg_mase,aws,0.8.2,{'presets': 'best_quality'},1689.1,23.2,13.0,3,5.80512,0.0305485
electricity_hourly,electricity_hourly,AutoGluon_bestquality,4h16c,0,timeseries,-1.23064,neg_mase,aws,0.8.2,{'presets': 'best_quality'},3580.2,87.1,13.0,3,1.23064,0.103623
electricity_weekly,electricity_weekly,AutoGluon_bestquality,4h16c,0,timeseries,-1.89219,neg_mase,aws,0.8.2,{'presets': 'best_quality'},858.6,6.3,13.0,3,1.89219,0.0934356
fred_md,fred_md,AutoGluon_bestquality,4h16c,0,timeseries,-0.65566,neg_mase,aws,0.8.2,{'presets': 'best_quality'},1040.0,1.2,13.0,3,0.65566,0.0608166
hospital,hospital,AutoGluon_bestquality,4h16c,0,timeseries,-0.740682,neg_mase,aws,0.8.2,{'presets': 'best_quality'},1011.1,47.7,13.0,3,0.740682,0.0508157
kdd_cup_2018,kdd_cup_2018,AutoGluon_bestquality,4h16c,0,timeseries,-0.708598,neg_mase,aws,0.8.2,{'presets': 'best_quality'},3314.7,14.4,13.0,3,0.708598,0.315522
m1_monthly,m1_monthly,AutoGluon_bestquality,4h16c,0,timeseries,-1.23511,neg_mase,aws,0.8.2,{'presets': 'best_quality'},1239.0,31.8,13.0,3,1.23511,0.141732
m1_quarterly,m1_quarterly,AutoGluon_bestquality,4h16c,0,timeseries,-1.61445,neg_mase,aws,0.8.2,{'presets': 'best_quality'},992.7,43.7,13.0,3,1.61445,0.0731406
m1_yearly,m1_yearly,AutoGluon_bestquality,4h16c,0,timeseries,-3.36742,neg_mase,aws,0.8.2,{'presets': 'best_quality'},725.5,19.1,13.0,3,3.36742,0.126895
m3_monthly,m3_monthly,AutoGluon_bestquality,4h16c,0,timeseries,,neg_mase,aws,0.8.2,{'presets': 'best_quality'},,,,3,,
m3_other,m3_other,AutoGluon_bestquality,4h16c,0,timeseries,-1.83377,neg_mase,aws,0.8.2,{'presets': 'best_quality'},805.3,27.0,13.0,3,1.83377,0.0309497
m3_quarterly,m3_quarterly,AutoGluon_bestquality,4h16c,0,timeseries,-1.05708,neg_mase,aws,0.8.2,{'presets': 'best_quality'},952.1,33.0,13.0,3,1.05708,0.0655954
m3_yearly,m3_yearly,AutoGluon_bestquality,4h16c,0,timeseries,-2.52252,neg_mase,aws,0.8.2,{'presets': 'best_quality'},793.0,4.7,13.0,3,2.52252,0.114504
m4_daily,m4_daily,AutoGluon_bestquality,4h16c,0,timeseries,-1.15595,neg_mase,aws,0.8.2,{'presets': 'best_quality'},3616.5,482.2,13.0,3,1.15595,0.0241183
m4_hourly,m4_hourly,AutoGluon_bestquality,4h16c,0,timeseries,-0.807296,neg_mase,aws,0.8.2,{'presets': 'best_quality'},3009.3,115.3,13.0,3,0.807296,0.0430382
m4_monthly,m4_monthly,AutoGluon_bestquality,4h16c,0,timeseries,-0.781528,neg_mase,aws,0.8.2,{'presets': 'best_quality'},5970.4,741.6,11.0,3,0.781528,0.0831327
m4_quarterly,m4_quarterly,AutoGluon_bestquality,4h16c,0,timeseries,-1.13889,neg_mase,aws,0.8.2,{'presets': 'best_quality'},2585.7,1079.6,13.0,3,1.13889,0.0758524
m4_weekly,m4_weekly,AutoGluon_bestquality,4h16c,0,timeseries,-2.03528,neg_mase,aws,0.8.2,{'presets': 'best_quality'},1234.6,5.4,13.0,3,2.03528,0.0423018
m4_yearly,m4_yearly,AutoGluon_bestquality,4h16c,0,timeseries,-3.01793,neg_mase,aws,0.8.2,{'presets': 'best_quality'},1657.0,528.7,13.0,3,3.01793,0.105353
nn5_daily,nn5_daily,AutoGluon_bestquality,4h16c,0,timeseries,-0.762314,neg_mase,aws,0.8.2,{'presets': 'best_quality'},2403.5,5.1,13.0,3,0.762314,0.144247
nn5_weekly,nn5_weekly,AutoGluon_bestquality,4h16c,0,timeseries,-0.860163,neg_mase,aws,0.8.2,{'presets': 'best_quality'},791.5,24.7,13.0,3,0.860163,0.079357
pedestrian_counts,pedestrian_counts,AutoGluon_bestquality,4h16c,0,timeseries,-0.327695,neg_mase,aws,0.8.2,{'presets': 'best_quality'},3432.4,29.0,13.0,3,0.327695,0.284119
tourism_monthly,tourism_monthly,AutoGluon_bestquality,4h16c,0,timeseries,-1.44133,neg_mase,aws,0.8.2,{'presets': 'best_quality'},1454.1,86.4,13.0,3,1.44133,0.0848996
tourism_quarterly,tourism_quarterly,AutoGluon_bestquality,4h16c,0,timeseries,-1.53726,neg_mase,aws,0.8.2,{'presets': 'best_quality'},757.9,22.4,13.0,3,1.53726,0.0661604
tourism_yearly,tourism_yearly,AutoGluon_bestquality,4h16c,0,timeseries,-2.95231,neg_mase,aws,0.8.2,{'presets': 'best_quality'},684.6,32.7,13.0,3,2.95231,0.126857
vehicle_trips,vehicle_trips,AutoGluon_bestquality,4h16c,0,timeseries,-1.11257,neg_mase,aws,0.8.2,{'presets': 'best_quality'},930.3,41.5,13.0,3,1.11257,0.0886752
web_traffic_weekly,web_traffic_weekly,AutoGluon_bestquality,4h16c,0,timeseries,-0.937916,neg_mase,aws,0.8.2,{'presets': 'best_quality'},4961.3,1270.2,11.0,3,0.937916,0.238036
car_parts,car_parts,AutoGluon_bestquality,4h16c,0,timeseries,-0.922812,neg_wql,aws,0.8.2,{'presets': 'best_quality'},1044.6,22.1,13.0,0,0.757365,0.922812
cif_2016,cif_2016,AutoGluon_bestquality,4h16c,0,timeseries,-0.0188895,neg_wql,aws,0.8.2,{'presets': 'best_quality'},1003.3,1.0,13.0,0,1.25565,0.0188895
covid_deaths,covid_deaths,AutoGluon_bestquality,4h16c,0,timeseries,-0.0304618,neg_wql,aws,0.8.2,{'presets': 'best_quality'},1755.6,23.6,13.0,0,5.41452,0.0304618
electricity_hourly,electricity_hourly,AutoGluon_bestquality,4h16c,0,timeseries,-0.0766252,neg_wql,aws,0.8.2,{'presets': 'best_quality'},3733.2,37.6,13.0,0,1.21574,0.0766252
electricity_weekly,electricity_weekly,AutoGluon_bestquality,4h16c,0,timeseries,-0.0875985,neg_wql,aws,0.8.2,{'presets': 'best_quality'},855.0,1.5,13.0,0,1.78597,0.0875985
fred_md,fred_md,AutoGluon_bestquality,4h16c,0,timeseries,-0.0556912,neg_wql,aws,0.8.2,{'presets': 'best_quality'},981.4,29.8,13.0,0,0.630169,0.0556912
hospital,hospital,AutoGluon_bestquality,4h16c,0,timeseries,-0.0505648,neg_wql,aws,0.8.2,{'presets': 'best_quality'},987.0,46.7,13.0,0,0.745712,0.0505648
kdd_cup_2018,kdd_cup_2018,AutoGluon_bestquality,4h16c,0,timeseries,-0.312369,neg_wql,aws,0.8.2,{'presets': 'best_quality'},3389.6,22.9,13.0,0,0.702696,0.312369
m1_monthly,m1_monthly,AutoGluon_bestquality,4h16c,0,timeseries,-0.135577,neg_wql,aws,0.8.2,{'presets': 'best_quality'},1406.7,29.5,13.0,0,1.07876,0.135577
m1_quarterly,m1_quarterly,AutoGluon_bestquality,4h16c,0,timeseries,-0.0896497,neg_wql,aws,0.8.2,{'presets': 'best_quality'},804.8,0.4,13.0,0,2.21484,0.0896497
m1_yearly,m1_yearly,AutoGluon_bestquality,4h16c,0,timeseries,-0.133155,neg_wql,aws,0.8.2,{'presets': 'best_quality'},765.6,1.7,13.0,0,3.56979,0.133155
m3_monthly,m3_monthly,AutoGluon_bestquality,4h16c,0,timeseries,-0.0887542,neg_wql,aws,0.8.2,{'presets': 'best_quality'},1359.7,126.5,13.0,0,0.848514,0.0887542
m3_other,m3_other,AutoGluon_bestquality,4h16c,0,timeseries,-0.0310951,neg_wql,aws,0.8.2,{'presets': 'best_quality'},827.4,18.7,13.0,0,1.86819,0.0310951
m3_quarterly,m3_quarterly,AutoGluon_bestquality,4h16c,0,timeseries,,neg_wql,aws,0.8.2,{'presets': 'best_quality'},,,,0,,
m3_yearly,m3_yearly,AutoGluon_bestquality,4h16c,0,timeseries,-0.114305,neg_wql,aws,0.8.2,{'presets': 'best_quality'},750.4,30.0,13.0,0,2.57979,0.114305
m4_daily,m4_daily,AutoGluon_bestquality,4h16c,0,timeseries,-0.0222535,neg_wql,aws,0.8.2,{'presets': 'best_quality'},4879.9,518.2,13.0,0,1.15746,0.0222535
m4_hourly,m4_hourly,AutoGluon_bestquality,4h16c,0,timeseries,-0.0291693,neg_wql,aws,0.8.2,{'presets': 'best_quality'},3349.6,41.4,13.0,0,1.338,0.0291693
m4_monthly,m4_monthly,AutoGluon_bestquality,4h16c,0,timeseries,-0.0807861,neg_wql,aws,0.8.2,{'presets': 'best_quality'},7700.4,1050.0,11.0,0,0.794825,0.0807861
m4_quarterly,m4_quarterly,AutoGluon_bestquality,4h16c,0,timeseries,-0.0746339,neg_wql,aws,0.8.2,{'presets': 'best_quality'},3346.6,1135.2,13.0,0,1.15961,0.0746339
m4_weekly,m4_weekly,AutoGluon_bestquality,4h16c,0,timeseries,-0.0408014,neg_wql,aws,0.8.2,{'presets': 'best_quality'},1327.1,8.6,13.0,0,2.24604,0.0408014
m4_yearly,m4_yearly,AutoGluon_bestquality,4h16c,0,timeseries,-0.10363,neg_wql,aws,0.8.2,{'presets': 'best_quality'},2195.3,260.2,13.0,0,3.03238,0.10363
nn5_daily,nn5_daily,AutoGluon_bestquality,4h16c,0,timeseries,-0.140925,neg_wql,aws,0.8.2,{'presets': 'best_quality'},2382.3,8.1,13.0,0,0.77127,0.140925
nn5_weekly,nn5_weekly,AutoGluon_bestquality,4h16c,0,timeseries,-0.0781502,neg_wql,aws,0.8.2,{'presets': 'best_quality'},870.3,16.4,13.0,0,0.853489,0.0781502
pedestrian_counts,pedestrian_counts,AutoGluon_bestquality,4h16c,0,timeseries,-0.221569,neg_wql,aws,0.8.2,{'presets': 'best_quality'},4283.0,5.7,13.0,0,0.302787,0.221569
tourism_monthly,tourism_monthly,AutoGluon_bestquality,4h16c,0,timeseries,-0.0832396,neg_wql,aws,0.8.2,{'presets': 'best_quality'},1494.2,38.9,13.0,0,1.42984,0.0832396
tourism_quarterly,tourism_quarterly,AutoGluon_bestquality,4h16c,0,timeseries,-0.0718263,neg_wql,aws,0.8.2,{'presets': 'best_quality'},957.7,13.3,13.0,0,1.5412,0.0718263
tourism_yearly,tourism_yearly,AutoGluon_bestquality,4h16c,0,timeseries,-0.152206,neg_wql,aws,0.8.2,{'presets': 'best_quality'},736.9,21.3,13.0,0,3.15171,0.152206
vehicle_trips,vehicle_trips,AutoGluon_bestquality,4h16c,0,timeseries,,neg_wql,aws,0.8.2,{'presets': 'best_quality'},,,,0,,
web_traffic_weekly,web_traffic_weekly,AutoGluon_bestquality,4h16c,0,timeseries,-0.225031,neg_wql,aws,0.8.2,{'presets': 'best_quality'},5105.2,901.5,11.0,0,0.937803,0.225031
car_parts,car_parts,AutoGluon_bestquality,4h16c,0,timeseries,-0.922738,neg_wql,aws,0.8.2,{'presets': 'best_quality'},1047.7,19.7,13.0,1,0.757333,0.922738
cif_2016,cif_2016,AutoGluon_bestquality,4h16c,0,timeseries,-0.0188734,neg_wql,aws,0.8.2,{'presets': 'best_quality'},1002.8,0.9,13.0,1,1.25546,0.0188734
covid_deaths,covid_deaths,AutoGluon_bestquality,4h16c,0,timeseries,-0.0304618,neg_wql,aws,0.8.2,{'presets': 'best_quality'},1727.5,23.5,13.0,1,5.41452,0.0304618
electricity_hourly,electricity_hourly,AutoGluon_bestquality,4h16c,0,timeseries,-0.076952,neg_wql,aws,0.8.2,{'presets': 'best_quality'},3743.4,27.6,13.0,1,1.20669,0.076952
electricity_weekly,electricity_weekly,AutoGluon_bestquality,4h16c,0,timeseries,-0.0875985,neg_wql,aws,0.8.2,{'presets': 'best_quality'},904.1,1.5,13.0,1,1.78597,0.0875985
fred_md,fred_md,AutoGluon_bestquality,4h16c,0,timeseries,-0.0556912,neg_wql,aws,0.8.2,{'presets': 'best_quality'},954.9,29.5,13.0,1,0.630169,0.0556912
hospital,hospital,AutoGluon_bestquality,4h16c,0,timeseries,-0.0505657,neg_wql,aws,0.8.2,{'presets': 'best_quality'},993.0,47.2,13.0,1,0.74573,0.0505657
kdd_cup_2018,kdd_cup_2018,AutoGluon_bestquality,4h16c,0,timeseries,-0.328273,neg_wql,aws,0.8.2,{'presets': 'best_quality'},3438.5,16.6,13.0,1,0.764422,0.328273
m1_monthly,m1_monthly,AutoGluon_bestquality,4h16c,0,timeseries,-0.135436,neg_wql,aws,0.8.2,{'presets': 'best_quality'},1255.2,26.9,13.0,1,1.07929,0.135436
m1_quarterly,m1_quarterly,AutoGluon_bestquality,4h16c,0,timeseries,-0.0896497,neg_wql,aws,0.8.2,{'presets': 'best_quality'},810.8,0.5,13.0,1,2.21484,0.0896497
