id,task,framework,constraint,fold,type,result,metric,mode,version,params,training_duration,predict_duration,models_count,seed,mase,wql
car_parts,car_parts,AutoARIMA,4h16c,0,timeseries,-1.1177,neg_mase,aws,1.5.0,{'model_name': 'AutoARIMA'},0.0,145.7,1.0,0,1.1177,1.58904
cif_2016,cif_2016,AutoARIMA,4h16c,0,timeseries,-1.06934,neg_mase,aws,1.5.0,{'model_name': 'AutoARIMA'},0.0,27.0,1.0,0,1.06934,0.0167589
covid_deaths,covid_deaths,AutoARIMA,4h16c,0,timeseries,-6.02892,neg_mase,aws,1.5.0,{'model_name': 'AutoARIMA'},0.0,85.5,1.0,0,6.02892,0.029771
electricity_hourly,electricity_hourly,AutoARIMA,4h16c,0,timeseries,,neg_mase,aws,1.5.0,{'model_name': 'AutoARIMA'},,,,0,,
electricity_weekly,electricity_weekly,AutoARIMA,4h16c,0,timeseries,-3.00921,neg_mase,aws,1.5.0,{'model_name': 'AutoARIMA'},0.0,18.6,1.0,0,3.00921,0.137897
fred_md,fred_md,AutoARIMA,4h16c,0,timeseries,-0.477626,neg_mase,aws,1.5.0,{'model_name': 'AutoARIMA'},0.0,146.3,1.0,0,0.477626,0.0555688
hospital,hospital,AutoARIMA,4h16c,0,timeseries,-0.819971,neg_mase,aws,1.5.0,{'model_name': 'AutoARIMA'},0.0,56.5,1.0,0,0.819971,0.0579392
kdd_cup_2018,kdd_cup_2018,AutoARIMA,4h16c,0,timeseries,,neg_mase,aws,1.5.0,{'model_name': 'AutoARIMA'},,,,0,,
m1_monthly,m1_monthly,AutoARIMA,4h16c,0,timeseries,-1.1523,neg_mase,aws,1.5.0,{'model_name': 'AutoARIMA'},0.0,92.1,1.0,0,1.1523,0.146264
m1_quarterly,m1_quarterly,AutoARIMA,4h16c,0,timeseries,-1.7701,neg_mase,aws,1.5.0,{'model_name': 'AutoARIMA'},0.0,19.6,1.0,0,1.7701,0.0884099
m1_yearly,m1_yearly,AutoARIMA,4h16c,0,timeseries,-3.86986,neg_mase,aws,1.5.0,{'model_name': 'AutoARIMA'},0.0,16.1,1.0,0,3.86986,0.159649
m3_monthly,m3_monthly,AutoARIMA,4h16c,0,timeseries,-0.934188,neg_mase,aws,1.5.0,{'model_name': 'AutoARIMA'},0.0,239.2,1.0,0,0.934188,0.101795
m3_other,m3_other,AutoARIMA,4h16c,0,timeseries,-2.24491,neg_mase,aws,1.5.0,{'model_name': 'AutoARIMA'},0.0,16.4,1.0,0,2.24491,0.0350298
m3_quarterly,m3_quarterly,AutoARIMA,4h16c,0,timeseries,-1.4189,neg_mase,aws,1.5.0,{'model_name': 'AutoARIMA'},0.0,31.8,1.0,0,1.4189,0.0787234
m3_yearly,m3_yearly,AutoARIMA,4h16c,0,timeseries,-3.15852,neg_mase,aws,1.5.0,{'model_name': 'AutoARIMA'},0.0,21.4,1.0,0,3.15852,0.16165
m4_daily,m4_daily,AutoARIMA,4h16c,0,timeseries,-1.15277,neg_mase,aws,1.5.0,{'model_name': 'AutoARIMA'},0.0,1708.5,1.0,0,1.15277,0.0231714
m4_hourly,m4_hourly,AutoARIMA,4h16c,0,timeseries,-1.02889,neg_mase,aws,1.5.0,{'model_name': 'AutoARIMA'},0.0,5093.4,1.0,0,1.02889,0.0359592
m4_monthly,m4_monthly,AutoARIMA,4h16c,0,timeseries,-0.812364,neg_mase,aws,1.5.0,{'model_name': 'AutoARIMA'},0.0,17759.4,1.0,0,0.812364,0.0852414
m4_quarterly,m4_quarterly,AutoARIMA,4h16c,0,timeseries,-1.2759,neg_mase,aws,1.5.0,{'model_name': 'AutoARIMA'},0.0,941.2,1.0,0,1.2759,0.0820614
m4_weekly,m4_weekly,AutoARIMA,4h16c,0,timeseries,-2.35494,neg_mase,aws,1.5.0,{'model_name': 'AutoARIMA'},0.0,37.9,1.0,0,2.35494,0.0500343
m4_yearly,m4_yearly,AutoARIMA,4h16c,0,timeseries,-3.71974,neg_mase,aws,1.5.0,{'model_name': 'AutoARIMA'},0.0,257.5,1.0,0,3.71974,0.130145
nn5_daily,nn5_daily,AutoARIMA,4h16c,0,timeseries,-0.934769,neg_mase,aws,1.5.0,{'model_name': 'AutoARIMA'},0.0,151.2,1.0,0,0.934769,0.168797
nn5_weekly,nn5_weekly,AutoARIMA,4h16c,0,timeseries,-0.997639,neg_mase,aws,1.5.0,{'model_name': 'AutoARIMA'},0.0,15.8,1.0,0,0.997639,0.0901117
pedestrian_counts,pedestrian_counts,AutoARIMA,4h16c,0,timeseries,,neg_mase,aws,1.5.0,{'model_name': 'AutoARIMA'},,,,0,,
tourism_monthly,tourism_monthly,AutoARIMA,4h16c,0,timeseries,-1.58483,neg_mase,aws,1.5.0,{'model_name': 'AutoARIMA'},0.0,614.6,1.0,0,1.58483,0.0951255
tourism_quarterly,tourism_quarterly,AutoARIMA,4h16c,0,timeseries,-1.65526,neg_mase,aws,1.5.0,{'model_name': 'AutoARIMA'},0.0,55.5,1.0,0,1.65526,0.0977268
tourism_yearly,tourism_yearly,AutoARIMA,4h16c,0,timeseries,-4.04424,neg_mase,aws,1.5.0,{'model_name': 'AutoARIMA'},0.0,19.7,1.0,0,4.04424,0.155841
vehicle_trips,vehicle_trips,AutoARIMA,4h16c,0,timeseries,-1.42718,neg_mase,aws,1.5.0,{'model_name': 'AutoARIMA'},0.0,65.2,1.0,0,1.42718,0.0996418
web_traffic_weekly,web_traffic_weekly,AutoARIMA,4h16c,0,timeseries,-1.18908,neg_mase,aws,1.5.0,{'model_name': 'AutoARIMA'},0.0,2540.2,1.0,0,1.18908,0.47466
kdd_cup_2018,kdd_cup_2018,AutoARIMA,4h16c,0,timeseries,,neg_mase,aws,1.5.0,{'model_name': 'AutoARIMA'},,,,0,,
car_parts,car_parts,AutoETS,4h16c,0,timeseries,-1.13314,neg_mase,aws,1.5.0,{'model_name': 'AutoETS'},0.0,34.6,1.0,0,1.13314,1.33773
cif_2016,cif_2016,AutoETS,4h16c,0,timeseries,-0.897635,neg_mase,aws,1.5.0,{'model_name': 'AutoETS'},0.0,31.6,1.0,0,0.897635,0.0388978
covid_deaths,covid_deaths,AutoETS,4h16c,0,timeseries,-5.90722,neg_mase,aws,1.5.0,{'model_name': 'AutoETS'},0.0,29.3,1.0,0,5.90722,0.0458219
electricity_hourly,electricity_hourly,AutoETS,4h16c,0,timeseries,-1.46533,neg_mase,aws,1.5.0,{'model_name': 'AutoETS'},0.0,1295.7,1.0,0,1.46533,0.100358
electricity_weekly,electricity_weekly,AutoETS,4h16c,0,timeseries,-3.07644,neg_mase,aws,1.5.0,{'model_name': 'AutoETS'},0.0,26.8,1.0,0,3.07644,0.143763
fred_md,fred_md,AutoETS,4h16c,0,timeseries,-0.504835,neg_mase,aws,1.5.0,{'model_name': 'AutoETS'},0.0,41.3,1.0,0,0.504835,0.0499986
hospital,hospital,AutoETS,4h16c,0,timeseries,-0.765814,neg_mase,aws,1.5.0,{'model_name': 'AutoETS'},0.0,41.5,1.0,0,0.765814,0.0526472
kdd_cup_2018,kdd_cup_2018,AutoETS,4h16c,0,timeseries,-0.987534,neg_mase,aws,1.5.0,{'model_name': 'AutoETS'},0.0,980.9,1.0,0,0.987534,0.54971
m1_monthly,m1_monthly,AutoETS,4h16c,0,timeseries,-1.08258,neg_mase,aws,1.5.0,{'model_name': 'AutoETS'},0.0,49.5,1.0,0,1.08258,0.163022
m1_quarterly,m1_quarterly,AutoETS,4h16c,0,timeseries,-1.66531,neg_mase,aws,1.5.0,{'model_name': 'AutoETS'},0.0,31.0,1.0,0,1.66531,0.0812568
m1_yearly,m1_yearly,AutoETS,4h16c,0,timeseries,-3.95023,neg_mase,aws,1.5.0,{'model_name': 'AutoETS'},0.0,26.5,1.0,0,3.95023,0.139225
m3_monthly,m3_monthly,AutoETS,4h16c,0,timeseries,-0.86684,neg_mase,aws,1.5.0,{'model_name': 'AutoETS'},0.0,60.4,1.0,0,0.86684,0.0931038
m3_other,m3_other,AutoETS,4h16c,0,timeseries,-1.80148,neg_mase,aws,1.5.0,{'model_name': 'AutoETS'},0.0,26.8,1.0,0,1.80148,0.0319554
m3_quarterly,m3_quarterly,AutoETS,4h16c,0,timeseries,-1.12122,neg_mase,aws,1.5.0,{'model_name': 'AutoETS'},0.0,35.0,1.0,0,1.12122,0.0693192
m3_yearly,m3_yearly,AutoETS,4h16c,0,timeseries,-2.69541,neg_mase,aws,1.5.0,{'model_name': 'AutoETS'},0.0,27.2,1.0,0,2.69541,0.129408
m4_daily,m4_daily,AutoETS,4h16c,0,timeseries,-1.22758,neg_mase,aws,1.5.0,{'model_name': 'AutoETS'},0.0,1978.6,1.0,0,1.22758,0.0250876
m4_hourly,m4_hourly,AutoETS,4h16c,0,timeseries,-1.6094,neg_mase,aws,1.5.0,{'model_name': 'AutoETS'},0.0,107.2,1.0,0,1.6094,0.069628
m4_monthly,m4_monthly,AutoETS,4h16c,0,timeseries,-0.802616,neg_mase,aws,1.5.0,{'model_name': 'AutoETS'},0.0,2258.0,1.0,0,0.802616,0.0849185
m4_quarterly,m4_quarterly,AutoETS,4h16c,0,timeseries,-1.16702,neg_mase,aws,1.5.0,{'model_name': 'AutoETS'},0.0,373.4,1.0,0,1.16702,0.0794446
m4_weekly,m4_weekly,AutoETS,4h16c,0,timeseries,-2.54788,neg_mase,aws,1.5.0,{'model_name': 'AutoETS'},0.0,31.5,1.0,0,2.54788,0.0517767
m4_yearly,m4_yearly,AutoETS,4h16c,0,timeseries,-3.07742,neg_mase,aws,1.5.0,{'model_name': 'AutoETS'},0.0,47.5,1.0,0,3.07742,0.111247
nn5_daily,nn5_daily,AutoETS,4h16c,0,timeseries,-0.86963,neg_mase,aws,1.5.0,{'model_name': 'AutoETS'},0.0,31.4,1.0,0,0.86963,0.161938
nn5_weekly,nn5_weekly,AutoETS,4h16c,0,timeseries,-0.97997,neg_mase,aws,1.5.0,{'model_name': 'AutoETS'},0.0,26.8,1.0,0,0.97997,0.0883472
pedestrian_counts,pedestrian_counts,AutoETS,4h16c,0,timeseries,-0.552707,neg_mase,aws,1.5.0,{'model_name': 'AutoETS'},0.0,291.3,1.0,0,0.552707,0.764351
tourism_monthly,tourism_monthly,AutoETS,4h16c,0,timeseries,-1.52922,neg_mase,aws,1.5.0,{'model_name': 'AutoETS'},0.0,45.7,1.0,0,1.52922,0.100688
tourism_quarterly,tourism_quarterly,AutoETS,4h16c,0,timeseries,-1.57753,neg_mase,aws,1.5.0,{'model_name': 'AutoETS'},0.0,33.8,1.0,0,1.57753,0.0701854
tourism_yearly,tourism_yearly,AutoETS,4h16c,0,timeseries,-3.18319,neg_mase,aws,1.5.0,{'model_name': 'AutoETS'},0.0,26.7,1.0,0,3.18319,0.15705
vehicle_trips,vehicle_trips,AutoETS,4h16c,0,timeseries,-1.30092,neg_mase,aws,1.5.0,{'model_name': 'AutoETS'},0.0,37.3,1.0,0,1.30092,0.115411
web_traffic_weekly,web_traffic_weekly,AutoETS,4h16c,0,timeseries,-1.20682,neg_mase,aws,1.5.0,{'model_name': 'AutoETS'},0.0,223.0,1.0,0,1.20682,8.30259e+19
car_parts,car_parts,AutoGluon_bestquality,10m16c,0,timeseries,-0.74718,neg_mase,aws,0.8.2,{'presets': 'best_quality'},284.8,8.9,11.0,0,0.74718,0.981179
cif_2016,cif_2016,AutoGluon_bestquality,10m16c,0,timeseries,-0.978608,neg_mase,aws,0.8.2,{'presets': 'best_quality'},227.6,2.4,11.0,0,0.978608,0.0560818
covid_deaths,covid_deaths,AutoGluon_bestquality,10m16c,0,timeseries,-5.91028,neg_mase,aws,0.8.2,{'presets': 'best_quality'},273.1,7.9,11.0,0,5.91028,0.0314493
electricity_hourly,electricity_hourly,AutoGluon_bestquality,10m16c,0,timeseries,-1.26984,neg_mase,aws,0.8.2,{'presets': 'best_quality'},605.0,5.3,8.0,0,1.26984,0.101108
electricity_weekly,electricity_weekly,AutoGluon_bestquality,10m16c,0,timeseries,-1.71411,neg_mase,aws,0.8.2,{'presets': 'best_quality'},242.0,6.4,11.0,0,1.71411,0.0760492
kdd_cup_2018,kdd_cup_2018,AutoGluon_bestquality,10m16c,0,timeseries,-0.739027,neg_mase,aws,0.8.2,{'presets': 'best_quality'},505.1,7.6,9.0,0,0.739027,0.32693
m1_monthly,m1_monthly,AutoGluon_bestquality,10m16c,0,timeseries,-1.23887,neg_mase,aws,0.8.2,{'presets': 'best_quality'},288.3,2.1,11.0,0,1.23887,0.147654
m1_quarterly,m1_quarterly,AutoGluon_bestquality,10m16c,0,timeseries,-1.62952,neg_mase,aws,0.8.2,{'presets': 'best_quality'},246.0,8.6,11.0,0,1.62952,0.0733696
m1_yearly,m1_yearly,AutoGluon_bestquality,10m16c,0,timeseries,-3.57819,neg_mase,aws,0.8.2,{'presets': 'best_quality'},228.5,3.6,11.0,0,3.57819,0.125211
m3_monthly,m3_monthly,AutoGluon_bestquality,10m16c,0,timeseries,-0.832875,neg_mase,aws,0.8.2,{'presets': 'best_quality'},362.7,87.3,11.0,0,0.832875,0.0924918
m3_other,m3_other,AutoGluon_bestquality,10m16c,0,timeseries,-1.94274,neg_mase,aws,0.8.2,{'presets': 'best_quality'},231.3,2.7,11.0,0,1.94274,0.0338411
m3_quarterly,m3_quarterly,AutoGluon_bestquality,10m16c,0,timeseries,-1.05463,neg_mase,aws,0.8.2,{'presets': 'best_quality'},275.9,11.1,11.0,0,1.05463,0.0647382
m3_yearly,m3_yearly,AutoGluon_bestquality,10m16c,0,timeseries,-2.48928,neg_mase,aws,0.8.2,{'presets': 'best_quality'},249.2,12.1,11.0,0,2.48928,0.115948
m4_daily,m4_daily,AutoGluon_bestquality,10m16c,0,timeseries,-1.15328,neg_mase,aws,0.8.2,{'presets': 'best_quality'},738.1,9.1,7.0,0,1.15328,0.0244436
m4_hourly,m4_hourly,AutoGluon_bestquality,10m16c,0,timeseries,-0.82473,neg_mase,aws,0.8.2,{'presets': 'best_quality'},477.5,18.8,9.0,0,0.82473,0.0395012
m4_monthly,m4_monthly,AutoGluon_bestquality,10m16c,0,timeseries,,neg_mase,aws,0.8.2,{'presets': 'best_quality'},,,,0,,
m4_quarterly,m4_quarterly,AutoGluon_bestquality,10m16c,0,timeseries,-1.2003,neg_mase,aws,0.8.2,{'presets': 'best_quality'},692.3,16.2,8.0,0,1.2003,0.0824402
m4_weekly,m4_weekly,AutoGluon_bestquality,10m16c,0,timeseries,-2.03085,neg_mase,aws,0.8.2,{'presets': 'best_quality'},364.7,15.8,11.0,0,2.03085,0.0425282
m4_yearly,m4_yearly,AutoGluon_bestquality,10m16c,0,timeseries,-3.05304,neg_mase,aws,0.8.2,{'presets': 'best_quality'},601.2,128.5,10.0,0,3.05304,0.105786
nn5_daily,nn5_daily,AutoGluon_bestquality,10m16c,0,timeseries,-0.773558,neg_mase,aws,0.8.2,{'presets': 'best_quality'},307.9,9.5,11.0,0,0.773558,0.151397
nn5_weekly,nn5_weekly,AutoGluon_bestquality,10m16c,0,timeseries,-0.841944,neg_mase,aws,0.8.2,{'presets': 'best_quality'},244.8,1.3,11.0,0,0.841944,0.0783724
pedestrian_counts,pedestrian_counts,AutoGluon_bestquality,10m16c,0,timeseries,-0.31886,neg_mase,aws,0.8.2,{'presets': 'best_quality'},556.3,41.6,10.0,0,0.31886,0.417899
tourism_monthly,tourism_monthly,AutoGluon_bestquality,10m16c,0,timeseries,-1.44589,neg_mase,aws,0.8.2,{'presets': 'best_quality'},324.5,54.7,11.0,0,1.44589,0.0862097
tourism_quarterly,tourism_quarterly,AutoGluon_bestquality,10m16c,0,timeseries,-1.53365,neg_mase,aws,0.8.2,{'presets': 'best_quality'},259.7,2.4,11.0,0,1.53365,0.0628625
tourism_yearly,tourism_yearly,AutoGluon_bestquality,10m16c,0,timeseries,-3.06907,neg_mase,aws,0.8.2,{'presets': 'best_quality'},239.6,8.1,11.0,0,3.06907,0.147768
vehicle_trips,vehicle_trips,AutoGluon_bestquality,10m16c,0,timeseries,-1.13621,neg_mase,aws,0.8.2,{'presets': 'best_quality'},286.5,23.9,11.0,0,1.13621,0.0949284
web_traffic_weekly,web_traffic_weekly,AutoGluon_bestquality,10m16c,0,timeseries,,neg_mase,aws,0.8.2,{'presets': 'best_quality'},,,,0,,
car_parts,car_parts,AutoGluon_bestquality,10m16c,0,timeseries,-0.74917,neg_mase,aws,0.8.2,{'presets': 'best_quality'},295.9,14.4,11.0,1,0.74917,0.970188
cif_2016,cif_2016,AutoGluon_bestquality,10m16c,0,timeseries,-1.02498,neg_mase,aws,0.8.2,{'presets': 'best_quality'},242.2,2.4,11.0,1,1.02498,0.0572805
electricity_hourly,electricity_hourly,AutoGluon_bestquality,10m16c,0,timeseries,-1.28367,neg_mase,aws,0.8.2,{'presets': 'best_quality'},604.7,5.5,8.0,1,1.28367,0.102046
electricity_weekly,electricity_weekly,AutoGluon_bestquality,10m16c,0,timeseries,-1.89793,neg_mase,aws,0.8.2,{'presets': 'best_quality'},256.9,6.6,11.0,1,1.89793,0.100013
fred_md,fred_md,AutoGluon_bestquality,10m16c,0,timeseries,-0.629416,neg_mase,aws,0.8.2,{'presets': 'best_quality'},287.2,1.1,11.0,1,0.629416,0.0559606
hospital,hospital,AutoGluon_bestquality,10m16c,0,timeseries,-0.748882,neg_mase,aws,0.8.2,{'presets': 'best_quality'},276.9,19.5,11.0,1,0.748882,0.053373
kdd_cup_2018,kdd_cup_2018,AutoGluon_bestquality,10m16c,0,timeseries,-0.718747,neg_mase,aws,0.8.2,{'presets': 'best_quality'},505.2,15.6,9.0,1,0.718747,0.314888
m1_monthly,m1_monthly,AutoGluon_bestquality,10m16c,0,timeseries,-1.29655,neg_mase,aws,0.8.2,{'presets': 'best_quality'},288.5,5.3,11.0,1,1.29655,0.151506
m1_quarterly,m1_quarterly,AutoGluon_bestquality,10m16c,0,timeseries,-1.61274,neg_mase,aws,0.8.2,{'presets': 'best_quality'},251.6,9.1,11.0,1,1.61274,0.0734749
m1_yearly,m1_yearly,AutoGluon_bestquality,10m16c,0,timeseries,-3.54407,neg_mase,aws,0.8.2,{'presets': 'best_quality'},231.1,3.3,11.0,1,3.54407,0.121388
m3_monthly,m3_monthly,AutoGluon_bestquality,10m16c,0,timeseries,-0.8278,neg_mase,aws,0.8.2,{'presets': 'best_quality'},359.1,86.4,11.0,1,0.8278,0.0926378
m3_other,m3_other,AutoGluon_bestquality,10m16c,0,timeseries,-1.85172,neg_mase,aws,0.8.2,{'presets': 'best_quality'},248.5,3.9,11.0,1,1.85172,0.0313974
m3_quarterly,m3_quarterly,AutoGluon_bestquality,10m16c,0,timeseries,-1.05542,neg_mase,aws,0.8.2,{'presets': 'best_quality'},266.0,10.8,11.0,1,1.05542,0.0650168
m3_yearly,m3_yearly,AutoGluon_bestquality,10m16c,0,timeseries,-2.51425,neg_mase,aws,0.8.2,{'presets': 'best_quality'},243.8,11.0,11.0,1,2.51425,0.117002
m4_daily,m4_daily,AutoGluon_bestquality,10m16c,0,timeseries,-1.15328,neg_mase,aws,0.8.2,{'presets': 'best_quality'},728.7,8.7,7.0,1,1.15328,0.0244436
m4_hourly,m4_hourly,AutoGluon_bestquality,10m16c,0,timeseries,-0.823004,neg_mase,aws,0.8.2,{'presets': 'best_quality'},480.9,19.1,9.0,1,0.823004,0.0395919
m4_monthly,m4_monthly,AutoGluon_bestquality,10m16c,0,timeseries,,neg_mase,aws,0.8.2,{'presets': 'best_quality'},,,,1,,
m4_quarterly,m4_quarterly,AutoGluon_bestquality,10m16c,0,timeseries,-1.2003,neg_mase,aws,0.8.2,{'presets': 'best_quality'},693.1,15.1,8.0,1,1.2003,0.0824402
m4_weekly,m4_weekly,AutoGluon_bestquality,10m16c,0,timeseries,-2.03488,neg_mase,aws,0.8.2,{'presets': 'best_quality'},368.2,15.8,11.0,1,2.03488,0.0433287
m4_yearly,m4_yearly,AutoGluon_bestquality,10m16c,0,timeseries,-3.00901,neg_mase,aws,0.8.2,{'presets': 'best_quality'},601.4,152.4,10.0,1,3.00901,0.104882
nn5_daily,nn5_daily,AutoGluon_bestquality,10m16c,0,timeseries,-0.782071,neg_mase,aws,0.8.2,{'presets': 'best_quality'},305.8,9.8,11.0,1,0.782071,0.158024
nn5_weekly,nn5_weekly,AutoGluon_bestquality,10m16c,0,timeseries,-0.84654,neg_mase,aws,0.8.2,{'presets': 'best_quality'},238.6,1.3,11.0,1,0.84654,0.0793726
pedestrian_counts,pedestrian_counts,AutoGluon_bestquality,10m16c,0,timeseries,-0.312293,neg_mase,aws,0.8.2,{'presets': 'best_quality'},557.2,40.6,10.0,1,0.312293,0.425563
tourism_monthly,tourism_monthly,AutoGluon_bestquality,10m16c,0,timeseries,-1.40768,neg_mase,aws,0.8.2,{'presets': 'best_quality'},330.0,22.6,11.0,1,1.40768,0.0824751
tourism_quarterly,tourism_quarterly,AutoGluon_bestquality,10m16c,0,timeseries,-1.52464,neg_mase,aws,0.8.2,{'presets': 'best_quality'},265.7,3.5,11.0,1,1.52464,0.0630601
tourism_yearly,tourism_yearly,AutoGluon_bestquality,10m16c,0,timeseries,-2.99502,neg_mase,aws,0.8.2,{'presets': 'best_quality'},236.8,7.1,11.0,1,2.99502,0.143721
vehicle_trips,vehicle_trips,AutoGluon_bestquality,10m16c,0,timeseries,-1.13598,neg_mase,aws,0.8.2,{'presets': 'best_quality'},267.7,23.1,11.0,1,1.13598,0.0938781
web_traffic_weekly,web_traffic_weekly,AutoGluon_bestquality,10m16c,0,timeseries,,neg_mase,aws,0.8.2,{'presets': 'best_quality'},,,,1,,
car_parts,car_parts,AutoGluon_bestquality,10m16c,0,timeseries,-0.74718,neg_mase,aws,0.8.2,{'presets': 'best_quality'},286.3,8.5,11.0,2,0.74718,0.981179
cif_2016,cif_2016,AutoGluon_bestquality,10m16c,0,timeseries,-1.12998,neg_mase,aws,0.8.2,{'presets': 'best_quality'},244.4,4.4,11.0,2,1.12998,0.0808415
covid_deaths,covid_deaths,AutoGluon_bestquality,10m16c,0,timeseries,-5.91028,neg_mase,aws,0.8.2,{'presets': 'best_quality'},274.7,7.9,11.0,2,5.91028,0.0314493
electricity_hourly,electricity_hourly,AutoGluon_bestquality,10m16c,0,timeseries,-1.25337,neg_mase,aws,0.8.2,{'presets': 'best_quality'},607.8,84.5,9.0,2,1.25337,0.099534
electricity_weekly,electricity_weekly,AutoGluon_bestquality,10m16c,0,timeseries,-1.78058,neg_mase,aws,0.8.2,{'presets': 'best_quality'},248.2,8.1,11.0,2,1.78058,0.0914986
fred_md,fred_md,AutoGluon_bestquality,10m16c,0,timeseries,-0.624414,neg_mase,aws,0.8.2,{'presets': 'best_quality'},283.9,14.4,11.0,2,0.624414,0.0644349
hospital,hospital,AutoGluon_bestquality,10m16c,0,timeseries,-0.747603,neg_mase,aws,0.8.2,{'presets': 'best_quality'},274.2,19.6,11.0,2,0.747603,0.0522922
kdd_cup_2018,kdd_cup_2018,AutoGluon_bestquality,10m16c,0,timeseries,-0.796137,neg_mase,aws,0.8.2,{'presets': 'best_quality'},507.1,8.2,9.0,2,0.796137,0.360212
m1_monthly,m1_monthly,AutoGluon_bestquality,10m16c,0,timeseries,-1.31624,neg_mase,aws,0.8.2,{'presets': 'best_quality'},290.2,5.2,11.0,2,1.31624,0.159675
m1_quarterly,m1_quarterly,AutoGluon_bestquality,10m16c,0,timeseries,-1.61567,neg_mase,aws,0.8.2,{'presets': 'best_quality'},236.8,8.9,11.0,2,1.61567,0.072299
m1_yearly,m1_yearly,AutoGluon_bestquality,10m16c,0,timeseries,-3.45564,neg_mase,aws,0.8.2,{'presets': 'best_quality'},229.8,3.4,11.0,2,3.45564,0.126449
m3_monthly,m3_monthly,AutoGluon_bestquality,10m16c,0,timeseries,-0.829274,neg_mase,aws,0.8.2,{'presets': 'best_quality'},361.5,87.3,11.0,2,0.829274,0.0921952
m3_other,m3_other,AutoGluon_bestquality,10m16c,0,timeseries,-1.88267,neg_mase,aws,0.8.2,{'presets': 'best_quality'},237.4,2.9,11.0,2,1.88267,0.031154
m3_quarterly,m3_quarterly,AutoGluon_bestquality,10m16c,0,timeseries,-1.0508,neg_mase,aws,0.8.2,{'presets': 'best_quality'},276.4,9.8,11.0,2,1.0508,0.0647714
m3_yearly,m3_yearly,AutoGluon_bestquality,10m16c,0,timeseries,-2.59319,neg_mase,aws,0.8.2,{'presets': 'best_quality'},237.3,11.0,11.0,2,2.59319,0.118531
m4_daily,m4_daily,AutoGluon_bestquality,10m16c,0,timeseries,-1.15328,neg_mase,aws,0.8.2,{'presets': 'best_quality'},705.3,8.8,7.0,2,1.15328,0.0244436
m4_hourly,m4_hourly,AutoGluon_bestquality,10m16c,0,timeseries,-0.825399,neg_mase,aws,0.8.2,{'presets': 'best_quality'},483.8,20.9,9.0,2,0.825399,0.0395293
m4_monthly,m4_monthly,AutoGluon_bestquality,10m16c,0,timeseries,,neg_mase,aws,0.8.2,{'presets': 'best_quality'},,,,2,,
m4_quarterly,m4_quarterly,AutoGluon_bestquality,10m16c,0,timeseries,-1.2003,neg_mase,aws,0.8.2,{'presets': 'best_quality'},673.7,15.9,8.0,2,1.2003,0.0824402
m4_weekly,m4_weekly,AutoGluon_bestquality,10m16c,0,timeseries,-2.05397,neg_mase,aws,0.8.2,{'presets': 'best_quality'},362.3,15.8,11.0,2,2.05397,0.0450199
m4_yearly,m4_yearly,AutoGluon_bestquality,10m16c,0,timeseries,-3.06157,neg_mase,aws,0.8.2,{'presets': 'best_quality'},601.4,84.9,10.0,2,3.06157,0.106163
nn5_daily,nn5_daily,AutoGluon_bestquality,10m16c,0,timeseries,-0.789605,neg_mase,aws,0.8.2,{'presets': 'best_quality'},315.6,9.7,11.0,2,0.789605,0.157634
nn5_weekly,nn5_weekly,AutoGluon_bestquality,10m16c,0,timeseries,-0.854151,neg_mase,aws,0.8.2,{'presets': 'best_quality'},239.2,1.4,11.0,2,0.854151,0.0797054
pedestrian_counts,pedestrian_counts,AutoGluon_bestquality,10m16c,0,timeseries,-0.317975,neg_mase,aws,0.8.2,{'presets': 'best_quality'},490.6,41.0,10.0,2,0.317975,0.41218
tourism_monthly,tourism_monthly,AutoGluon_bestquality,10m16c,0,timeseries,-1.41467,neg_mase,aws,0.8.2,{'presets': 'best_quality'},321.7,22.3,11.0,2,1.41467,0.0839572
tourism_quarterly,tourism_quarterly,AutoGluon_bestquality,10m16c,0,timeseries,-1.51596,neg_mase,aws,0.8.2,{'presets': 'best_quality'},257.0,2.5,11.0,2,1.51596,0.0630727
tourism_yearly,tourism_yearly,AutoGluon_bestquality,10m16c,0,timeseries,-2.99635,neg_mase,aws,0.8.2,{'presets': 'best_quality'},246.7,2.7,11.0,2,2.99635,0.14024
vehicle_trips,vehicle_trips,AutoGluon_bestquality,10m16c,0,timeseries,-1.13754,neg_mase,aws,0.8.2,{'presets': 'best_quality'},262.6,23.0,11.0,2,1.13754,0.0949362
car_parts,car_parts,AutoGluon_bestquality,10m16c,0,timeseries,-0.74718,neg_mase,aws,0.8.2,{'presets': 'best_quality'},281.5,9.1,11.0,3,0.74718,0.981179
cif_2016,cif_2016,AutoGluon_bestquality,10m16c,0,timeseries,-1.14207,neg_mase,aws,0.8.2,{'presets': 'best_quality'},241.1,2.8,11.0,3,1.14207,0.077007
covid_deaths,covid_deaths,AutoGluon_bestquality,10m16c,0,timeseries,-5.91028,neg_mase,aws,0.8.2,{'presets': 'best_quality'},265.2,7.9,11.0,3,5.91028,0.0314493
electricity_hourly,electricity_hourly,AutoGluon_bestquality,10m16c,0,timeseries,-1.24609,neg_mase,aws,0.8.2,{'presets': 'best_quality'},607.7,82.2,9.0,3,1.24609,0.0999566
